,Review,Sentiment
7100,Decent product ExcellentREAD MORE,1
7101,Good Very goodREAD MORE,1
7102,"Pretty good Excellent,  but price should be a little bit less.READ MORE",1
7103,Must buy! good n genuine productREAD MORE,1
7104,"Brilliant very fast delivery,  thanks flipcartREAD MORE",1
7105,Just wow! goodREAD MORE,1
7106,Just wow! Third class product sent by flipkart. this time shuttle did not continue more than 2 days.READ MORE,0
7107,Simply awesome GoodREAD MORE,0
7108,Super! NiceREAD MORE,1
7109,Highly recommended goodREAD MORE,1
7110,Worth every penny goodREAD MORE,1
7111,Must buy! Good one in the pack one or two are not having the correct flightREAD MORE,1
7112,Terrible product good one. neat packaing..fast deliveryREAD MORE,1
7113,Awesome Magnificent ProductsREAD MORE,1
7114,Simply awesome After buying with multiple buyers this time found genuine shuttle thanks a lot to flipkartREAD MORE,1
7115,Pretty good gd product.. value for moneyREAD MORE,1
7116,Mind-blowing purchase price are less than delerREAD MORE,1
7117,Nice product good for regular usage in indoorREAD MORE,1
7118,Value-for-money goodREAD MORE,1
7119,Brilliant nice oneREAD MORE,1
7120,Wonderful very good productREAD MORE,1
7121,Terrific superREAD MORE,1
7122,Terrific product was not goodREAD MORE,0
7123,Moderate The quality is so good. We are professional but still it lasts for long time.READ MORE,1
7124,Pretty good best quality in low priseREAD MORE,1
7125,Useless product thanks flipkartREAD MORE,1
7126,Excellent highly worthREAD MORE,1
7127,Worth every penny I used 5 out of 6shuttles ... I felt goodREAD MORE,1
7128,Just okay vry gud product n delivery superbREAD MORE,1
7129,Super! its good productREAD MORE,1
7130,Don't waste your money very goodREAD MORE,1
7131,Fair good shuttleREAD MORE,1
7132,Great product niceREAD MORE,1
7133,Delightful Bad productREAD MORE,0
7134,Nice product GoodREAD MORE,1
7135,Really Nice worst shuttle waste of moneyREAD MORE,0
7136,Thank ExcellentREAD MORE,1
7137,Classy product It really goodREAD MORE,1
7138,Fabulous! it's okREAD MORE,1
7139,Must buy! satisfiedREAD MORE,1
7140,Brilliant Poor qualityREAD MORE,0
7141,Awesome goodREAD MORE,1
7142,"Must buy! I am sorry for returned product which you sent to me,without seeing inside,you already sent one box,please send the remaining 3 boxesREAD MORE",1
7143,Super! ThanksREAD MORE,1
7144,Super..... Good but. Old stock productsREAD MORE,1
7145,Awesome GoodREAD MORE,1
7146,Not good GoodREAD MORE,1
7147,Excellent good quality thank you FlipkartREAD MORE,1
7148,Excellent these shuttles are as good as feather shuttle in flight and life is good as wellREAD MORE,1
7149,Brilliant very good product....READ MORE,1
7150,"Very Good Express delivery,. good keep it upREAD MORE",1
7151,Good quality product Good productlife is better and well balanced..speed is also good..shuttle is it is what I'm aspecting..READ MORE,1
7152,Very Good good qualityREAD MORE,1
7153,Highly recommended nice for people who paly regularly massive shots last long and goofREAD MORE,1
7154,Perfect product! Good qualityREAD MORE,1
7155,Delightful goodREAD MORE,1
7156,Just wow! Not genuine but ok for intermediate playersREAD MORE,0
7157,Terrific purchase thanksREAD MORE,1
7158,Don't waste your money this product was very good . quality is very good .but delivery was too lateREAD MORE,1
7159,Awesome Good I  am going to try and get a few things in this cartREAD MORE,1
7160,Great product good productREAD MORE,1
7161,Worth every penny goodqualityREAD MORE,1
7162,Wonderful Good.READ MORE,1
7163,Best in the market! Good product and Fast delivery.I like FlipkartREAD MORE,1
7164,Fair Nice productREAD MORE,1
7165,Wonderful Good product to haveREAD MORE,1
7166,Great product goodREAD MORE,1
7167,Great product bestREAD MORE,1
7168,Must buy! Don't buyREAD MORE,0
7169,Simply awesome original product delivered by sallerREAD MORE,1
7170,Great product Nice and goodREAD MORE,1
7171,Mind-blowing purchase yonex mavis 350 goodREAD MORE,1
7172,Terrific goodREAD MORE,1
7173,Highly recommended very good product and nice sellerREAD MORE,1
7174,Great product quality not so gudREAD MORE,1
7175,Good quality product Really good product..but all shuttles are not of same qualityREAD MORE,1
7176,"Value-for-money great shuttle, durable & perfect balanced...READ MORE",1
7177,Classy product 350yonex bestREAD MORE,1
7178,Just wow! Must buyREAD MORE,1
7179,Unsatisfactory Good product.. All good.READ MORE,1
7180,Classy product very gd productsREAD MORE,1
7181,Just wow! Original ProductsREAD MORE,1
7182,Very Good Good one as expected.READ MORE,1
7183,Great product NiceREAD MORE,1
7184,Excellent As usual Great. On-time delivery.READ MORE,1
7185,Good choice goodREAD MORE,1
7186,Good thank you .... Nice productREAD MORE,1
7187,Best in the market! Good quality...READ MORE,1
7188,Good quality product Wonderful product!!READ MORE,1
7189,Pretty good I was sent with a broken seal box and used shuttles.. very disappointed.READ MORE,0
7190,Worth it orginal. i am satisfiedREAD MORE,1
7191,Value-for-money Nice and original productREAD MORE,1
7192,Mind-blowing purchase GdREAD MORE,1
7193,Just wow! Nice 350READ MORE,1
7194,Simply awesome Good priceREAD MORE,1
7195,Mind-blowing purchase good quality with reasonable priceREAD MORE,1
7196,Awesome I have received it in time. But doubtful if its original or notREAD MORE,1
7197,Good quality product best shuttle for middle class people :DREAD MORE,1
7198,Excellent GoodREAD MORE,1
7199,"Good Good Product , Value for money.READ MORE",1
7200,Good quality product Awsm product. Shuttles are very strong love to play with it.READ MORE,1
7201,"Worth every penny Good product , bought this product many times but sometimes I can clearly see the product to product variationREAD MORE",1
7202,Best in the market! good productREAD MORE,1
7203,Best shuttle to play goodREAD MORE,1
7204,Just wow! very good and fresh stockREAD MORE,1
7205,Just wow! genuine productREAD MORE,1
7206,Classy product Good packing and orginal yonex product..READ MORE,1
7207,Perfect product! good productREAD MORE,1
7208,Good quality product perfect for outdoor tooREAD MORE,1
7209,Worth every penny Shuttle is fastREAD MORE,1
7210,Awesome Good product . but delay in delivery.READ MORE,1
7211,Perfect product! Nice ProductREAD MORE,1
7212,Pretty good A better rate than in open market.READ MORE,1
7213,Must buy! For outdoor it is best good for playing matches with friendsREAD MORE,1
7214,Good GoodREAD MORE,1
7215,Terrific very nice productsREAD MORE,1
7216,Very Good superb....READ MORE,1
7217,Really Nice AwesomeREAD MORE,1
7218,Highly recommended Quick delivery Well doneREAD MORE,1
7219,Best in the market! Good genuine productREAD MORE,1
7220,"Worth every penny Nice, good, fast delivery, low priceREAD MORE",1
7221,Just wow! so niceREAD MORE,1
7222,Just wow! GoodREAD MORE,1
7223,Classy product Excellent quality...as expected!READ MORE,1
7224,Great product not up to the markREAD MORE,1
7225,Really Nice produt is good but delivery is very very bad......shameREAD MORE,1
7226,Really Nice Nice productREAD MORE,1
7227,Very Good good oneREAD MORE,1
7228,Brilliant Good and best priceREAD MORE,1
7229,Fabulous! Very very goodREAD MORE,1
7230,Perfect product! well made shuttles. may last 2 months eachREAD MORE,1
7231,Classy product genuine product and quality is good. Thanks FlipkartREAD MORE,1
7232,"Awesome Yonex Mavish 350 with Green Cap Nylon Shuttle is fit not only for a beginner but also for a good player of Badminton. Go for it, it will not disappoint you.READ MORE",1
7233,Could be way better goodREAD MORE,1
7234,"Did not meet expectations best quality. quality products, quick delivery, very happy.READ MORE",1
7235,Classy product Good oneREAD MORE,1
7236,Terrific purchase price is highREAD MORE,1
7237,"Good package was perfectly packed, but in transition got slight damage in outer box onlyREAD MORE",1
7238,Worth every penny Superb quality..got my money's worth...thank you!READ MORE,1
7239,Just wow! totally satisfied with the productREAD MORE,1
7240,Good choice it's goodREAD MORE,1
7241,Simply awesome niceREAD MORE,1
7242,Mind-blowing purchase No worries.Good packing.Didnt face any issue with the product.READ MORE,1
7243,Perfect product! very bad shuttle and heavy weightREAD MORE,0
7244,Good product Get open box.. shuttle .uumm.. ok..i know this 350 mavis is ausam..but when start game this shuttle is BUBBLING.. All shuttles BUBBLING.. MEAN TO SAY DIRECTIVE PCSREAD MORE,0
7245,Terrific Right choice for outdoor gameREAD MORE,1
7246,Genuine Product Very nice packed and fast delivery good filpkartREAD MORE,1
7247,Great product niceREAD MORE,1
7248,Just okay good productREAD MORE,1
7249,Fair excellent...READ MORE,1
7250,Awesome Quality is goodREAD MORE,1
7251,"Good Cheked with sunrise, genuine product.READ MORE",1
7252,Excellent Delivered before time. Very good deal. Awaiting such more deals.READ MORE,1
7253,Worth the money oxREAD MORE,1
7254,Must buy! They r goodREAD MORE,1
7255,Pretty good Very good qualityREAD MORE,1
7256,Does the job Genuine product.READ MORE,1
7257,Perfect product! Super Fast delivery and also best quality shuttlecocksREAD MORE,1
7258,Perfect product! midium  qualityREAD MORE,1
7259,Delightful goodREAD MORE,1
7260,Just okay It is a brilliant productREAD MORE,1
7261,Terrific the shuttles are not good and the quality is also not goodREAD MORE,1
7262,Best Price.. Good oneREAD MORE,1
7263,Terrific goodREAD MORE,1
7264,Nice product original qualityREAD MORE,1
7265,Hated it! Long lasting. Better performanceREAD MORE,1
7266,Super! This product are breakableREAD MORE,0
7267,Terrific goodREAD MORE,1
7268,"Just wow! Must say, these are the nicest shuttles for the price I paid. Long lasting.READ MORE",1
7269,Good quality product GoodREAD MORE,1
7270,Classy product Good productREAD MORE,1
7271,Brilliant awesome!!READ MORE,1
7272,Very Good These are Good For Who can't afford FeathersREAD MORE,1
7273,Wonderful Value for moneyREAD MORE,1
7274,Classy product GoodREAD MORE,1
7275,Super! Worst product ever purchased till now.hard lower part of the shutttles (4) is not fixed properly. Only the ist shuttle in the box is of proper quality rest are very bad in quality.READ MORE,0
7276,Highly recommended It was Genuine Yonex I confirmed it on website The Plastic quality is soft and The Base Crock is less poursREAD MORE,1
7277,Very poor Great productREAD MORE,1
7278,Worth the money excellent for practice...!READ MORE,1
7279,Excellent Nice product and durabilityREAD MORE,1
7280,Worthless Genuine product. Very fine quality.READ MORE,1
7281,Nice product with great delivery good  as expectedREAD MORE,1
7282,Wonderful value for moneyREAD MORE,1
7283,Simply awesome Awesome! and Excellent packaging for delicate item. Full marks to flipkart :)READ MORE,1
7284,Value-for-money Very cheap nd good shuttleREAD MORE,1
7285,Good product at reasonable prices. good qualityREAD MORE,1
7286,Really Nice Nice product..seems originalREAD MORE,1
7287,Excellent quality is not upto the markREAD MORE,0
7288,Worth every penny good shuttle....worth the moneyREAD MORE,1
7289,Classy product SuperREAD MORE,1
7290,Great product Worst qualityREAD MORE,0
7291,Very Good Love Flipkart for wonderful offer and the delivery was great without damaging the delicate itemREAD MORE,1
7292,Simply awesome It's goodREAD MORE,1
7293,Excellent good productREAD MORE,1
7294,Good quality product Good quality...READ MORE,1
7295,Horrible Thanks to seller and Flipkart. Fast delivery. behaviour of delivery boy was good. thanksREAD MORE,1
7296,Highly recommended hoodREAD MORE,1
7297,Best in the market! good product superbREAD MORE,1
7298,Original good product and timly deliverREAD MORE,1
7299,Perfect product! super fast delivery by Flipkart. simply awesomeREAD MORE,1
7300,Classy product AwesomeREAD MORE,1
7301,Nice product good  productREAD MORE,1
7302,Super! ExcellentREAD MORE,1
7303,Pretty good goodREAD MORE,1
7304,"Good quality product quick delivery, and quality is goodREAD MORE",1
7305,Really Nice Not nice brake very fastREAD MORE,0
7306,Pretty good very goodREAD MORE,1
7307,Delightful GoodREAD MORE,1
7308,Good quality product Nice product.READ MORE,1
7309,Wonderful very niceREAD MORE,1
7310,Classy product awesomeREAD MORE,1
7311,Simply awesome Good ..Lasts couple of matchesREAD MORE,1
7312,Mind-blowing purchase Nice product in best priceREAD MORE,1
7313,"Good choice no comments, now a days shuttle quality is less only they doing it for business purposesREAD MORE",1
7314,Does the job good but price increasedREAD MORE,1
7315,Pretty good Useful Product...  Worth for MoneyREAD MORE,1
7316,Delightful Good product.The only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. We used a transparent tape around the green strip on the new shuttle to mitigate the issue.Thanks.READ MORE,1
7317,Horrible NiceREAD MORE,1
7318,Classy product Good qualityREAD MORE,1
7319,Just wow! awesome product with discountREAD MORE,1
7320,Does the job Shuttles are fine like normal ones and delivered on timeREAD MORE,1
7321,Awesome amazing cashback from phonepe.READ MORE,1
7322,Worst experience ever! best qualityREAD MORE,1
7323,Nice I ordered it for 709 and next day it was available for 669.READ MORE,1
7324,"Terrific purchase Having 6 shuttles in the box,but all are not having the same quality what i felt when i am using it.READ MORE",1
7325,Decent product Nice prodectREAD MORE,1
7326,Brilliant Very good on dry weatherREAD MORE,1
