,Up Votes,Down Votes,Month,Ratings,Review,Year,Sentiment
6768,0.0,0.0,Sep,5,Bad quality Shuttles quality not up to markREAD MORE,2018,Positive
6769,0.0,0.0,Sep,5,Useless product I am playing from 3 yrs and I got this the best shuttleREAD MORE,2018,Positive
6770,0.0,0.0,Sep,3,Moderate It's very fast shuttle But after playing 1 day its okREAD MORE,2018,Neutral
6771,0.0,0.0,Sep,4,Pretty good overall good but some times shuttles are way fast to play i.e I used to order 4 pack a month and every 1 or 2 month 1 of the pack all the shuttles are having this issue may be duplicate..READ MORE,2018,Positive
6772,0.0,0.0,Sep,4,Brilliant nice corkREAD MORE,2018,Positive
6773,0.0,0.0,Sep,5,Worth the money good oneREAD MORE,2018,Positive
6774,0.0,0.0,Sep,5,Delightful nicee product use fulREAD MORE,2018,Positive
6775,0.0,0.0,Sep,5,Pretty good Good shuttle for indoor use. We are a bunch of intermediate to advances shuttlers and the flight of these greencap shuttles is good. There can be some variation though from one box to another in the speed.The shuttle lasts a long time and that can be a problem because the flight pattern changes after say 12-15 games. So you may want to toss the shuttle once it reaches that stage.Overall a very good value for money plastic shuttle that plays somewhat similar to feather but lasts a lot lon...READ MORE,2018,Positive
6776,0.0,0.0,Sep,5,Just okay supperREAD MORE,2018,Positive
6777,0.0,0.0,Sep,5,Just okay found genuine and delivered well on time.READ MORE,2018,Positive
6778,0.0,0.0,Sep,2,Pretty good niceREAD MORE,2018,Negative
6779,0.0,0.0,Sep,1,Must buy! All Ball shakes....very Bad...READ MORE,2018,Negative
6780,0.0,0.0,Sep,2,Utterly Disappointed the shuttle was not good very slow and it broke in 1 day one shuttle . where was I purchased offline it was going for 3 daysREAD MORE,2018,Negative
6781,0.0,0.0,Sep,4,Terrific GoodREAD MORE,2018,Positive
6782,0.0,0.0,Sep,5,Fair original one good qualityREAD MORE,2018,Positive
6783,0.0,0.0,Sep,4,Mind-blowing purchase Long lasting. Good Quality. This shuttle is good for begineers.READ MORE,2018,Positive
6784,0.0,0.0,Sep,4,Best in the market! Good productREAD MORE,2018,Positive
6785,0.0,0.0,Sep,4,Simply awesome SuperREAD MORE,2018,Positive
6786,0.0,0.0,Sep,3,Not good the shuttlecock speed is fast compared to what my friend's bought. I doubt the quality of the packREAD MORE,2018,Neutral
6787,0.0,0.0,Sep,3,Simply awesome Product Good... But delivery delay in Bangalore city inside itself...HmmREAD MORE,2018,Neutral
6788,0.0,0.0,Sep,4,Highly recommended genuine product but packaging is wrostREAD MORE,2018,Positive
6789,0.0,0.0,Sep,5,Pretty good product is too much good but packaging are not good. please improve your packaging sir/mam.....ThankuREAD MORE,2018,Positive
6790,0.0,0.0,Sep,1,"Wonderful very bad, cheap quality, high cost, watage of money.READ MORE",2018,Negative
6791,0.0,0.0,Sep,5,"Decent product good ,it's originalREAD MORE",2018,Positive
6792,0.0,0.0,Sep,3,Just okay Durability of MAVIS 350 SHUTTLE CORKS is not to the expected level now the quality has decreased please check and revert backREAD MORE,2018,Neutral
6793,0.0,0.0,Sep,5,Just okay Buying yonex online will always benefit you cost wise. My only complaint is that the box was a bit squashed due to transportation.READ MORE,2018,Positive
6794,0.0,0.0,Sep,5,Very Good very much durable for Rs.701  its awesome ...very durable ..READ MORE,2018,Positive
6795,0.0,0.0,Sep,5,Worth the money love itREAD MORE,2018,Positive
6796,0.0,0.0,Sep,2,Perfect product! best shuttle in this price range .but this one was very bad whole box lasted only for 18 days .as I am regular buyer this box lasts for minimum of 40 days.but maybe the old stock was given this time . although the best product in this price tangeREAD MORE,2018,Negative
6797,0.0,0.0,Sep,5,Excellent Good stuff.READ MORE,2018,Positive
6798,0.0,1.0,Sep,5,Useless product awesomeREAD MORE,2018,Positive
6799,0.0,0.0,Sep,4,Very Good goodREAD MORE,2018,Positive
6800,0.0,0.0,Sep,5,Brilliant Good product...READ MORE,2018,Positive
6801,0.0,0.0,Sep,3,"Classy product packing not Well, your packing not protect to productREAD MORE",2018,Neutral
6802,0.0,0.0,Sep,3,Highly recommended good oneREAD MORE,2018,Neutral
6803,0.0,0.0,Sep,3,Simply awesome shipping was not handled well and shuttles overturned by thatREAD MORE,2018,Neutral
6804,0.0,0.0,Sep,4,"Just wow! plastic cover was torn slightly, product goodREAD MORE",2018,Positive
6805,0.0,0.0,Sep,4,Wonderful good productREAD MORE,2018,Positive
6806,0.0,0.0,Sep,5,Excellent yoo...got orignal product😊READ MORE,2018,Positive
6807,0.0,0.0,Sep,5,Value-for-money Nice Shuttles.READ MORE,2018,Positive
6808,0.0,0.0,Sep,1,Wonderful i can't rate it. its too High price than offline...READ MORE,2018,Negative
6809,0.0,0.0,Sep,4,Nice product is good but service is worstREAD MORE,2018,Positive
6810,0.0,0.0,Sep,5,Good one good shuttle close to feather speedREAD MORE,2018,Positive
6811,0.0,0.0,Sep,5,Could be way better Genuine product. Great delivery time. Totally Satisfied.READ MORE,2018,Positive
6812,0.0,0.0,Sep,5,Terrific super qualityREAD MORE,2018,Positive
6813,0.0,0.0,Sep,5,Fabulous! Recive original product thanksREAD MORE,2018,Positive
6814,0.0,0.0,Sep,5,Nice product packing and parsal both are good qualityREAD MORE,2018,Positive
6815,0.0,0.0,Sep,5,Wonderful niceREAD MORE,2018,Positive
6816,0.0,0.0,Sep,5,Fabulous! good qualityREAD MORE,2018,Positive
6817,0.0,0.0,Sep,4,Value-for-money GreatREAD MORE,2018,Positive
6818,0.0,0.0,Sep,4,Simply awesome orginal mavis 350...gd productREAD MORE,2018,Positive
6819,0.0,0.0,Sep,3,Decent product not goodREAD MORE,2018,Neutral
6820,0.0,0.0,Sep,4,Worth every penny Good productREAD MORE,2018,Positive
6821,0.0,0.0,Sep,2,"Classy product Good, but looks like old stockREAD MORE",2018,Negative
6822,0.0,0.0,Sep,5,Classy product I received the product safeREAD MORE,2018,Positive
6823,0.0,0.0,Sep,5,Terrific good oneREAD MORE,2018,Positive
6824,0.0,0.0,Sep,4,Best in the market! genuine product delivered...READ MORE,2018,Positive
6825,0.0,0.0,Aug,4,"Good quality product some of bird heads are stained with little mud. I was worried whether these are used ones, but those are good in flight and quality.READ MORE",2018,Positive
6826,0.0,0.0,Aug,5,Worth the money Its original. Verified by its scratch code.READ MORE,2018,Positive
6827,0.0,0.0,Aug,4,Nice product same good qualityREAD MORE,2018,Positive
6828,0.0,0.0,Aug,5,Awesome nice app reliable and genuine products are delivered  thanksREAD MORE,2018,Positive
6829,0.0,0.0,Aug,3,Must buy! Shuttle is too slow not as what we get from the offline marketREAD MORE,2018,Neutral
6830,0.0,0.0,Aug,5,Superb! goodREAD MORE,2018,Positive
6831,0.0,0.0,Aug,5,Utterly Disappointed Great product. But charges was high in online purchases near by sports shopREAD MORE,2018,Positive
6832,0.0,0.0,Aug,5,Useless product fantasticREAD MORE,2018,Positive
6833,0.0,0.0,Aug,5,Fabulous! impressiveREAD MORE,2018,Positive
6834,0.0,0.0,Aug,5,Wonderful good productREAD MORE,2018,Positive
6835,0.0,0.0,Aug,4,Worth every penny good qualityREAD MORE,2018,Positive
6836,0.0,0.0,Aug,4,Good it's good productREAD MORE,2018,Positive
6837,0.0,0.0,Aug,5,Yonex Good and very fast deliveryREAD MORE,2018,Positive
6838,0.0,0.0,Aug,5,Excellent good price 700/-READ MORE,2018,Positive
6839,0.0,0.0,Aug,5,Terrific purchase goodREAD MORE,2018,Positive
6840,0.0,0.0,Aug,5,Best in the market! Fantastic Quality!READ MORE,2018,Positive
6841,0.0,0.0,Aug,1,Brilliant Don't buy this product from flipkart. All the shuttle from the box are wobbling.READ MORE,2018,Negative
6842,0.0,0.0,Aug,1,Best in the market! Total barrel was bad.READ MORE,2018,Negative
6843,0.0,0.0,Aug,5,Highly recommended great and cheap as per marketREAD MORE,2018,Positive
6844,0.0,0.0,Aug,4,Perfect product! As always a good PickREAD MORE,2018,Positive
6845,0.0,0.0,Aug,5,Wonderful nice product...u can go for itREAD MORE,2018,Positive
6846,0.0,0.0,Aug,5,Value-for-money GoodREAD MORE,2018,Positive
6847,0.0,0.0,Aug,3,Classy product Good productREAD MORE,2018,Neutral
6848,0.0,0.0,Aug,5,Not recommended at all this is the best ever i have recieved everREAD MORE,2018,Positive
6849,0.0,0.0,Aug,5,Really Nice Gud shuttle... Worth the penny...READ MORE,2018,Positive
6850,0.0,0.0,Aug,5,Did not meet expectations good in lessREAD MORE,2018,Positive
6851,0.0,0.0,Aug,5,Just okay HappyREAD MORE,2018,Positive
6852,0.0,0.0,Aug,5,"Perfect product! excellent quality, strong shuttle for practice, very much durableREAD MORE",2018,Positive
6853,0.0,0.0,Aug,5,Super! very worst shuttle comeREAD MORE,2018,Positive
6854,0.0,0.0,Aug,5,Worth every penny Good product. Genuine. Delivery on time.READ MORE,2018,Positive
6855,0.0,0.0,Aug,5,Not good ExcellentREAD MORE,2018,Positive
6856,0.0,0.0,Aug,4,Wonderful nice oneREAD MORE,2018,Positive
6857,0.0,0.0,Aug,5,Decent product greatREAD MORE,2018,Positive
6858,0.0,0.0,Aug,1,"Must buy! worst standard of packing and product. box was already crushed from one side, no fillers to protect the box. shuttle container lid is so cheap and thin that it's almost see through type of lid. Flipkart and Yonex should check the authenticity of the product and sellerREAD MORE",2018,Negative
6859,0.0,0.0,Aug,4,Best in the market! Good productREAD MORE,2018,Positive
6860,0.0,0.0,Aug,1,Decent product Very poor quality shuttles. Not withstanding even one hour singles gameREAD MORE,2018,Negative
6861,0.0,0.0,Aug,3,Awesome there are 2 damaged shuttles out of 6..not satisfiedREAD MORE,2018,Neutral
6862,0.0,0.0,Aug,5,Great product GoodREAD MORE,2018,Positive
6863,0.0,0.0,Aug,5,Pretty good niceREAD MORE,2018,Positive
6864,0.0,0.0,Aug,5,Pretty good Awesome productREAD MORE,2018,Positive
6865,0.0,0.0,Aug,2,Absolute rubbish! badREAD MORE,2018,Negative
6866,0.0,0.0,Aug,4,Excellent the price is high.. in local market RS 50 lessREAD MORE,2018,Positive
6867,0.0,0.0,Aug,3,Perfect product! ok seems okREAD MORE,2018,Neutral
6868,0.0,0.0,Aug,5,Nice genuine product...READ MORE,2018,Positive
6869,0.0,0.0,Aug,5,Decent product good qualityREAD MORE,2018,Positive
6870,0.0,0.0,Aug,3,Simply awesome These shuttles are different compared with what we buy from showroom.. Don't know the exact reason. These shuttles look like cheaper quality. That's why a three star...READ MORE,2018,Neutral
6871,0.0,0.0,Aug,5,Pretty nice good conditionREAD MORE,2018,Positive
6872,0.0,0.0,Aug,5,Perfect product! GoodREAD MORE,2018,Positive
6873,0.0,0.0,Aug,4,Just wow! okREAD MORE,2018,Positive
6874,0.0,0.0,Aug,4,Terrific purchase OkREAD MORE,2018,Positive
6875,0.0,0.0,Aug,1,nice product 2 out of 6 shuttles were defective.READ MORE,2018,Negative
6876,0.0,0.0,Aug,5,Unsatisfactory niceREAD MORE,2018,Positive
6877,0.0,0.0,Aug,5,Awesome thank youREAD MORE,2018,Positive
6878,0.0,0.0,Aug,3,Wonderful quite wellREAD MORE,2018,Neutral
6879,0.0,0.0,Aug,3,Must buy! suttles are good but packing is very poorREAD MORE,2018,Neutral
6880,0.0,0.0,Aug,5,Brilliant very niceREAD MORE,2018,Positive
6881,0.0,0.0,Aug,4,Pretty good These are really nice shuttle under a good price range.READ MORE,2018,Positive
6882,0.0,0.0,Aug,5,Pretty good good qualityREAD MORE,2018,Positive
6883,0.0,0.0,Aug,5,Brilliant nice one...READ MORE,2018,Positive
6884,0.0,0.0,Aug,5,Super good productREAD MORE,2018,Positive
6885,0.0,0.0,Aug,4,Terrific nice and durable..slow speedREAD MORE,2018,Positive
6886,0.0,0.0,Aug,1,Terrific Bad qualityREAD MORE,2018,Negative
6887,0.0,0.0,Aug,5,Must buy! I am playing badminton from last 6 month. Quality has been good so far but I believe they will make better Shuttle in coming soon.READ MORE,2018,Positive
6888,0.0,0.0,Aug,5,Classy product niceREAD MORE,2018,Positive
6889,0.0,0.0,Aug,5,Worth every penny good qualityREAD MORE,2018,Positive
6890,0.0,0.0,Aug,5,Fair it was good product niceREAD MORE,2018,Positive
6891,0.0,0.0,Aug,4,Decent product good qualityREAD MORE,2018,Positive
6892,0.0,0.0,Aug,4,Nice product nice product. Reached earlier than expectedREAD MORE,2018,Positive
6893,0.0,0.0,Aug,5,Best in the market! good oneREAD MORE,2018,Positive
6894,0.0,0.0,Aug,5,Highly recommended Good quality..READ MORE,2018,Positive
6895,0.0,0.0,Aug,5,Just wow! goodREAD MORE,2018,Positive
6896,0.0,0.0,Aug,5,Terrific purchase its a good productREAD MORE,2018,Positive
6897,0.0,0.0,Aug,5,Good choice goodREAD MORE,2018,Positive
6898,0.0,0.0,Aug,5,Best in the market! good product. Thanks for fast delivery.READ MORE,2018,Positive
6899,0.0,0.0,Aug,5,Highly recommended superREAD MORE,2018,Positive
6900,0.0,0.0,Aug,3,Mind-blowing purchase okREAD MORE,2018,Neutral
6901,0.0,0.0,Aug,3,Classy product It is goodREAD MORE,2018,Neutral
6902,0.0,0.0,Aug,4,Could be way better good replacement Service as i first gets a defective productREAD MORE,2018,Positive
6903,0.0,0.0,Aug,5,Does the job Nice good priceREAD MORE,2018,Positive
6904,0.0,0.0,Aug,5,Awesome goodREAD MORE,2018,Positive
6905,0.0,0.0,Aug,5,Best in the market! Very competitive price. Fast delivery.READ MORE,2018,Positive
6906,0.0,0.0,Aug,5,Good quality product 100 % originalREAD MORE,2018,Positive
6907,0.0,0.0,Aug,4,Really Nice Nice productREAD MORE,2018,Positive
6908,0.0,0.0,Aug,5,Very Good NiceREAD MORE,2018,Positive
6909,0.0,0.0,Aug,5,"Very Good good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.READ MORE",2018,Positive
6910,0.0,0.0,Aug,5,Super! Hope the price remains same.Mavis 350 Oginal product. 👍READ MORE,2018,Positive
6911,0.0,0.0,Aug,5,Classy product TrustableREAD MORE,2018,Positive
6912,0.0,0.0,Aug,3,Must buy! bad qualityREAD MORE,2018,Neutral
6913,0.0,0.0,Aug,3,Fabulous! OK niceREAD MORE,2018,Neutral
6914,0.0,0.0,Aug,5,Nice product GoodREAD MORE,2018,Positive
6915,0.0,0.0,Aug,5,Classy product great productREAD MORE,2018,Positive
6916,0.0,0.0,Jul,4,Terrific purchase bestREAD MORE,2018,Positive
6917,0.0,0.0,Jul,4,Really Nice recommended to friend ..genuine productREAD MORE,2018,Positive
6918,0.0,0.0,Jul,4,Mind-blowing purchase best quality.READ MORE,2018,Positive
6919,0.0,0.0,Jul,4,Very Good best for the intermediate playerREAD MORE,2018,Positive
6920,0.0,0.0,Jul,5,Brilliant good dealREAD MORE,2018,Positive
6921,0.0,0.0,Jul,5,Terrific niceREAD MORE,2018,Positive
6922,0.0,0.0,Jul,5,Worth the money very good productREAD MORE,2018,Positive
6923,0.0,0.0,Jul,5,Perfect product! it's a nice product by YonexREAD MORE,2018,Positive
6924,0.0,0.0,Jul,4,Terrific purchase nice products and thanks flipcart... for deliveryREAD MORE,2018,Positive
6925,0.0,0.0,Jul,5,Highly recommended Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.READ MORE,2018,Positive
6926,0.0,0.0,Jul,5,Just wow! superREAD MORE,2018,Positive
6927,0.0,0.0,Jul,4,Just wow! super shuttleREAD MORE,2018,Positive
6928,0.0,0.0,Jul,5,Highly recommended Very happy with the product ☺️READ MORE,2018,Positive
6929,0.0,0.0,Jul,4,Very Good GoodREAD MORE,2018,Positive
6930,0.0,0.0,Jul,5,Best in the market! awesome nice productREAD MORE,2018,Positive
6931,0.0,0.0,Jul,4,Classy product fast service.I received it in one dayREAD MORE,2018,Positive
6932,0.0,0.0,Jul,4,Must buy! delivery not done how to give ratingREAD MORE,2018,Positive
6933,0.0,0.0,Jul,5,Really Nice very nice productREAD MORE,2018,Positive
6934,0.0,0.0,Jul,5,Brilliant nice oneREAD MORE,2018,Positive
6935,0.0,0.0,Jul,5,Great product Genuine productREAD MORE,2018,Positive
6936,0.0,0.0,Jul,5,Quality Very good & nice productREAD MORE,2018,Positive
6937,0.0,0.0,Jul,5,Mind-blowing purchase Good qualityREAD MORE,2018,Positive
6938,0.0,0.0,Jul,5,Very Good product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging aREAD MORE,2018,Positive
6939,0.0,0.0,Jul,4,Classy product quality was goodREAD MORE,2018,Positive
6940,0.0,0.0,Jul,5,Mind-blowing purchase fast delivery and nice productREAD MORE,2018,Positive
6941,0.0,0.0,Jul,5,Value-for-money supetREAD MORE,2018,Positive
6942,0.0,0.0,Jul,5,Good quality product Ideal Good bestREAD MORE,2018,Positive
6943,0.0,0.0,Jul,4,Super! GoodREAD MORE,2018,Positive
6944,0.0,0.0,Jul,5,Great product Perfect oneREAD MORE,2018,Positive
6945,0.0,0.0,Jul,5,Highly recommended Good productREAD MORE,2018,Positive
6946,0.0,0.0,Jul,5,Excellent It is very good or u can say best also. I fell in water many time and its still working the bestREAD MORE,2018,Positive
6947,0.0,0.0,Jul,5,Fabulous! Got original product from flip cartREAD MORE,2018,Positive
6948,0.0,0.0,Jul,4,Fabulous! Thanks for speed dileviredREAD MORE,2018,Positive
6949,0.0,0.0,Jul,5,Awesome niceREAD MORE,2018,Positive
6950,0.0,0.0,Jul,5,Classy product goodREAD MORE,2018,Positive
6951,0.0,0.0,Jul,4,Classy product goodREAD MORE,2018,Positive
6952,0.0,0.0,Jul,4,Wonderful excellentREAD MORE,2018,Positive
6953,0.0,0.0,Jul,5,Simply awesome very goodREAD MORE,2018,Positive
6954,0.0,0.0,Jul,5,Excellent got the best price...thanks FKREAD MORE,2018,Positive
6955,0.0,0.0,Jul,5,Very Good product as describedREAD MORE,2018,Positive
6956,0.0,0.0,Jul,5,Just wow! niceREAD MORE,2018,Positive
6957,0.0,0.0,Jul,5,Highly recommended superREAD MORE,2018,Positive
6958,0.0,0.0,Jul,5,Brilliant Excellent delivered productREAD MORE,2018,Positive
6959,0.0,0.0,Jul,5,Fabulous! its originalREAD MORE,2018,Positive
6960,0.0,0.0,Jul,5,Great product Thank you flip card for the best product. Though it was my first shopping still then it was awesome.READ MORE,2018,Positive
6961,0.0,0.0,Jul,5,Value-for-money best shuttle everREAD MORE,2018,Positive
6962,0.0,0.0,Jul,5,"Brilliant fantastic original product, if you are having a doubt, just don't worry, go for it .READ MORE",2018,Positive
6963,0.0,0.0,Jul,5,Hated it! greatREAD MORE,2018,Positive
6964,0.0,0.0,Jul,5,Fair Nice product.. Delivered on time.. Thank you flipkartREAD MORE,2018,Positive
6965,0.0,0.0,Jul,4,Must buy! good for practice...READ MORE,2018,Positive
6966,0.0,0.0,Jul,5,Useless product no doubt universally the best.READ MORE,2018,Positive
6967,0.0,0.0,Jul,5,Horrible Nice and original one.. Go. For itREAD MORE,2018,Positive
6968,0.0,0.0,Jul,5,Highly recommended this product is amazing I love itREAD MORE,2018,Positive
6969,0.0,0.0,Jul,5,Nice product good product ...READ MORE,2018,Positive
6970,0.0,0.0,Jul,5,Fair a good one ..nice durabilityREAD MORE,2018,Positive
6971,0.0,0.0,Jul,4,"Fabulous! Good, faster delivery... Thanks flipkart...READ MORE",2018,Positive
6972,0.0,0.0,Jul,5,Wonderful worth of moneyREAD MORE,2018,Positive
6973,0.0,0.0,Jul,1,Perfect product! received packing looseREAD MORE,2018,Negative
6974,0.0,0.0,Jul,3,Unsatisfactory goodREAD MORE,2018,Neutral
